current_ratio,quick_ratio,cash_ratio,debt_equity_ratio,interest_coverage_ratio,gross_margin,operating_margin,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,inventory_turnover,receivables_turnover,operating_cash_flow_ratio,free_cash_flow_ratio,price_to_earnings,market_cap,default_risk,de_ratio_current,ocf_to_assets,pe_by_margin
0.77,0.79,1.97,2.76,8.86,0.77,0.57,0.09,0.21,0.3,0.5,10.01,4.98,1.55,0.66,13.09,1627.49,1,3.584410929336455,7.380952380952381,16.999977922106595
1.51,2.91,0.37,2.87,8.68,0.78,0.59,0.3,0.1,0.46,0.67,9.8,3.78,1.87,4.98,47.1,4009.71,0,1.90066099293974,18.7,60.38453796854106
1.06,1.02,0.48,1.09,7.75,0.69,0.23,0.44,0.02,0.17,0.26,3.54,13.56,3.87,3.62,45.93,2337.76,0,1.0283009166972485,193.5,66.56512092011461
3.75,1.02,0.45,3.21,1.51,0.48,0.55,0.09,0.29,0.18,1.47,0.94,6.28,1.0,1.12,54.68,3412.12,0,0.8559997717333941,3.4482758620689657,113.91642934077221
3.33,2.02,1.8,0.41,1.8,0.56,0.33,-0.07,0.17,0.12,1.09,6.79,15.12,3.28,3.25,5.5195,9934.0641,1,0.12312308614922336,19.294117647058822,9.856232399584998
2.72,2.2,1.34,0.9,9.21,0.23,0.16,0.16,0.06,0.03,0.37,8.76,17.84,4.24,1.69,16.92,8262.87,0,0.3308822312932973,70.66666666666667,73.56489754392372
3.55,2.16,0.39,3.95,5.44,0.5,0.42,0.44,0.01,0.13,0.51,13.21,3.23,3.85,1.94,50.5,8844.82,0,1.1126757429082414,385.0,100.999798000404
3.31,0.59,0.94,3.32,13.8,0.36,0.4,0.36,0.19,0.22,0.38,13.96,9.57,2.58,2.11,41.88,9373.69,0,1.003020845008808,13.578947368421053,116.33301018608283
1.15,3.11,1.27,0.06,6.4,0.39,0.59,-0.15,-0.0,0.49,1.3,8.17,14.83,3.98,0.38,54.19,3442.31,0,0.05217386767489768,3980000.0,138.9483616708675
3.62,1.15,0.26,1.12,2.58,0.61,0.16,0.28,-0.03,0.46,0.37,11.43,14.62,6.73,5.92,8.14,3005.92,0,0.3093921797259172,-224.33333333333334,13.344240419278002
2.39,0.71,1.78,0.96,10.86,0.23,0.4,0.2,0.11,0.4,1.56,6.87,14.16,1.76,0.19,37.83,2378.92,0,0.4016734721031497,16.0,164.47754574980107
3.33,3.14,1.63,1.22,4.75,0.25,0.03,0.44,0.02,0.42,0.24,11.32,7.58,4.72,3.97,36.3,8309.66,0,0.3663662563464695,235.99999999999997,145.19941920232318
3.64,3.36,1.06,1.11,8.12,0.74,0.07,-0.11,0.15,0.13,0.65,3.47,9.26,0.69,2.23,6.96,6811.54,0,0.30494497116896396,4.6,9.405392695415276
1.61,3.06,1.94,0.28,10.62,0.04,0.01,0.17,-0.05,0.26,1.8,5.88,11.52,0.84,3.88,33.24,2399.91,0,0.1739129354578041,-16.799999999999997,830.979225519362
0.89,2.89,0.89,2.07,13.55,0.39,0.59,0.42,0.16,0.43,1.49,9.7,17.58,4.04,2.14,38.52,3801.09,1,2.325840083325749,25.25,98.76897751544227
1.3,2.4,1.97,3.3,11.99,0.73,0.48,0.09,0.01,0.08,0.33,0.76,7.24,1.09,4.04,15.52,5091.78,0,2.5384595858003185,109.0,21.260244848979656
1.99,2.06,1.37,2.73,10.31,0.49,0.47,0.14,-0.1,0.47,1.68,10.98,16.77,0.55,4.38,20.03,5304.99,0,1.3718586071062275,-5.5,40.87746759700491
3.36,0.58,1.31,3.03,10.35,0.44,0.31,-0.15,-0.05,0.09,1.09,12.62,6.31,1.53,4.14,40.22,8892.84,0,0.9017854458971887,-30.599999999999998,91.40888316162918
3.51,1.61,0.42,0.37,14.22,0.2,0.18,-0.01,0.27,0.22,1.72,6.29,17.83,4.13,0.68,30.76,3836.63,0,0.1054130753808902,15.296296296296294,153.79923100384497
0.55,1.49,1.78,4.28,4.79,0.27,0.09,0.03,0.25,0.3,1.28,7.0,12.72,5.04,3.94,52.19,9089.81,0,7.781804033083576,20.16,193.29558038673932
2.29,1.13,0.91,3.77,0.6598,0.68,0.17,0.46,-0.01,0.47,1.43,12.84,9.42,1.74,1.68,23.83,4441.61,1,1.6462874907041525,-174.0,35.044066111667476
1.96,2.61,0.41,3.62,4.44,0.45,0.23,-0.0,0.21,-0.03,1.97,11.75,11.81,4.81,0.17,19.67,7476.41,0,1.8469378331949833,22.904761904761905,43.7110139755245
1.28,1.89,0.12,3.7,3.66,0.41,0.45,0.12,0.14,0.32,0.62,4.68,6.36,1.6,2.49,59.17,9306.03,0,2.8906227417009833,11.428571428571429,144.31672117872884
0.92,0.56,1.16,4.2,10.1,0.08,0.32,0.27,0.29,0.16,1.32,5.2,6.39,4.45,2.6,55.11,9080.38,0,4.565212429116925,15.344827586206899,688.8663891701353
1.68,1.0,1.1,2.45,9.69,0.01,0.05,-0.09,0.05,-0.01,1.03,10.34,3.82,3.12,2.8,6.59,616.68,0,1.4583324652782947,62.4,658.9341065893411
3.8,2.49,1.47,0.9,9.11,0.77,0.01,0.14,0.17,0.34,0.27,8.67,3.82,4.72,4.23,47.39,2096.76,1,0.2368420429363045,27.76470588235294,61.5453746163966
1.63,0.54,1.79,2.78,0.74,0.3,0.06,0.32,-0.07,0.19,0.23,2.85,7.56,6.9401,1.85,11.07,4795.21,1,1.7055204260610883,-99.1442857142857,36.89987700041
2.32,3.02,0.25,3.34,11.07,0.48,0.25,0.41,0.06,0.26,0.41,4.99,14.21,6.59,1.89,6.51,4343.97,0,1.439654551873038,109.83333333333333,13.562471744850532
2.96,1.88,1.49,3.32,5.19,0.06,0.56,0.24,0.29,0.03,1.37,13.55,11.73,0.46,0.36,20.05,6426.87,0,1.121621242695526,1.5862068965517244,334.16109731504474
1.77,1.84,0.46,2.35,10.14,0.55,0.38,0.27,0.12,0.14,1.22,10.48,3.64,6.24,4.12,19.81,9449.86,1,1.3276828657158952,52.00000000000001,36.01811633069757
3.9,2.2,1.73,0.31,8.57,0.75,0.48,-0.11,0.02,0.23,1.2,14.8,15.64,0.84,3.41,50.06,1168.43,0,0.07948715910585664,42.0,66.74657767122977
3.87,2.94,1.66,1.67,5.47,0.46,0.28,0.46,-0.05,0.08,0.26,11.62,11.62,6.69,2.1,44.09,4545.99,0,0.4315244362985952,-133.8,95.84761772257018
1.38,1.41,1.13,4.14,2.45,0.1,0.22,-0.11,0.18,-0.06,1.04,14.16,17.37,2.26,4.23,58.99,1964.49,1,2.999997826088532,12.555555555555555,589.8941010589893
2.24,2.47,1.45,2.63,1.87,0.47,0.07,0.34,0.16,0.47,1.86,3.63,12.72,2.92,3.22,44.13,8946.37,0,1.174106618702402,18.25,93.89341724804842
